S12_001,S12_001c,S12_001g,S12_002,S12_003,S12_004,S12_005,S12_006,S12_007,S12_008,S12_009,S12_010,S12_011,S12_012,S12_013,S12_014,S12_015,S12_016,S12_017,S12_018,S12_019,S12_020,S12_021,S12_022,S12_023,S12_024,S12_025,S12_026,S12_027,S12_028,S12_029,S12_030,S12_031,S12_032,S12_033,S12_034,S12_035,S12_036,S12_037,S12_038,S12_039,S12_040,S12_041,S12_042,S12_043,S12_044,S12_045,S12_046,S12_047,S12_048,S12_049,S12_050,S12_051,S12_052,S12_053,S12_054,S12_055,S12_056,S12_057,geometry
大原,005230,005229,いすみ鉄道,いすみ線,12,5,1,1,,309,1,1,,355,1,1,,364,1,1,,372,1,1,,368,1,1,,368,1,1,,365,1,1,,323,1,1,,281,1,1,,219,1,1,,249,1,1,,275,1,1,,208,"LINESTRING (140.39099 35.25185, 140.39105 35.25052, 140.39106 35.25017)"
西長田ゆりの里,002575,002575,えちぜん鉄道,三国芦原線,12,5,1,1,,253,1,1,,297,1,1,,304,1,1,,322,1,1,,307,1,1,,308,1,1,,304,1,1,,328,1,1,,328,1,1,,260,1,1,,137,1,1,,162,1,1,,162,"LINESTRING (136.20637 36.15391, 136.20662 36.15326)"
鷲塚針原,002609,002609,えちぜん鉄道,三国芦原線,12,5,1,1,,269,1,1,,263,1,1,,254,1,1,,253,1,1,,237,1,1,,282,1,1,,279,1,1,,293,1,1,,277,1,1,,232,1,1,,147,1,1,,158,1,1,,158,"LINESTRING (136.20484 36.12058, 136.20478 36.1199)"
西別院,002668,002668,えちぜん鉄道,三国芦原線,12,5,1,1,,377,1,1,,437,1,1,,423,1,1,,388,1,1,,350,1,1,,307,1,1,,335,1,1,,324,1,1,,295,1,1,,245,1,1,,155,1,1,,170,1,1,,170,"LINESTRING (136.22337 36.07527, 136.22261 36.07524)"
中角,002630,002630,えちぜん鉄道,三国芦原線,12,5,1,1,,64,1,1,,71,1,1,,72,1,1,,69,1,1,,76,1,1,,86,1,1,,92,1,1,,82,1,1,,78,1,1,,66,1,1,,36,1,1,,30,1,1,,30,"LINESTRING (136.20442 36.10144, 136.20447 36.1008)"
新田塚,002638,002638,えちぜん鉄道,三国芦原線,12,5,1,1,,475,1,1,,457,1,1,,478,1,1,,475,1,1,,444,1,1,,489,1,1,,517,1,1,,550,1,1,,519,1,1,,449,1,1,,257,1,1,,296,1,1,,296,"LINESTRING (136.20524 36.09293, 136.20532 36.09222)"
番田,002533,002533,えちぜん鉄道,三国芦原線,12,5,1,1,,31,1,1,,32,1,1,,30,1,1,,27,1,1,,29,1,1,,30,1,1,,26,1,1,,31,1,1,,28,1,1,,28,1,1,,14,1,1,,12,1,1,,12,"LINESTRING (136.20254 36.2122, 136.2025 36.21286)"
福井口,002677,002677,えちぜん鉄道,三国芦原線,12,5,1,1,,416,1,1,,417,1,1,,445,1,1,,457,1,1,,446,1,1,,500,1,1,,527,1,1,,512,1,1,,469,1,1,,375,1,1,,194,1,1,勝山永平寺線を含む,231,1,1,勝山永平寺線を含む,231,"LINESTRING (136.2328460638911 36.06990483135502, 136.2329626872238 36.070390509089634)"
三国,002526,002526,えちぜん鉄道,三国芦原線,12,5,1,1,,912,1,1,,873,1,1,,835,1,1,,794,1,1,,782,1,1,,737,1,1,,728,1,1,,707,1,1,,692,1,1,,517,1,1,,294,1,1,,312,1,1,,312,"LINESTRING (136.15027 36.21672, 136.14963 36.21712)"
太郎丸エンゼルランド,002599,002599,えちぜん鉄道,三国芦原線,12,5,1,1,,311,1,1,,300,1,1,,307,1,1,,306,1,1,,254,1,1,,265,1,1,,276,1,1,,316,1,1,,308,1,1,,251,1,1,,137,1,1,,145,1,1,,145,"LINESTRING (136.20572 36.13167, 136.20566 36.131)"
福大前西福井,002671,002671,えちぜん鉄道,三国芦原線,12,5,1,1,,1722,1,1,,1642,1,1,,1673,1,1,,1695,1,1,,1709,1,1,,1945,1,1,,2033,1,1,,2072,1,1,,1946,1,1,,1433,1,1,,873,1,1,,1011,1,1,,1011,"LINESTRING (136.21055 36.07423, 136.20971 36.07458)"
大関,002556,002556,えちぜん鉄道,三国芦原線,12,5,1,1,,148,1,1,,132,1,1,,165,1,1,,171,1,1,,158,1,1,,154,1,1,,150,1,1,,144,1,1,,126,1,1,,104,1,1,,56,1,1,,57,1,1,,57,"LINESTRING (136.20375 36.1863, 136.20381 36.18696)"
三国神社,002530,002530,えちぜん鉄道,三国芦原線,12,5,1,1,,147,1,1,,142,1,1,,147,1,1,,141,1,1,,131,1,1,,151,1,1,,147,1,1,,146,1,1,,136,1,1,,115,1,1,,58,1,1,,68,1,1,,68,"LINESTRING (136.15871 36.215, 136.15796 36.21477)"
水居,002524,002524,えちぜん鉄道,三国芦原線,12,5,1,1,,54,1,1,,49,1,1,,50,1,1,,54,1,1,,63,1,1,,65,1,1,,73,1,1,,66,1,1,,56,1,1,,42,1,1,,21,1,1,,26,1,1,,26,"LINESTRING (136.17266 36.21932, 136.17195 36.2191)"
あわら湯のまち,002519,002519,えちぜん鉄道,三国芦原線,12,5,1,1,,563,1,1,,552,1,1,,512,1,1,,522,1,1,,496,1,1,,492,1,1,,469,1,1,,498,1,1,,451,1,1,,345,1,1,,201,1,1,,224,1,1,,224,"LINESTRING (136.19421 36.22295, 136.19339 36.22297)"
西春江ハートピア,002591,002591,えちぜん鉄道,三国芦原線,12,5,1,1,,242,1,1,,251,1,1,,238,1,1,,231,1,1,,263,1,1,,264,1,1,,280,1,1,,268,1,1,,264,1,1,,208,1,1,,120,1,1,,117,1,1,,117,"LINESTRING (136.20624 36.13921, 136.2062 36.13859)"
田原町,002669,002669,えちぜん鉄道,三国芦原線,12,5,1,1,,1014,1,1,,1104,1,1,,1263,1,1,,1271,1,1,,1243,1,1,,1533,1,1,,1588,1,1,,2697,1,1,福井鉄道・福武線を含む,2527,1,1,福井鉄道・福武線を含む,0,1,1,福井鉄道・福武線を含む,1357,1,1,福井鉄道・福武線を含む,1826,1,1,福井鉄道・福武線を含む,1840,"LINESTRING (136.21805 36.07501, 136.21723 36.07497)"
下兵庫こうふく,002567,002567,えちぜん鉄道,三国芦原線,12,5,1,1,,174,1,1,,160,1,1,,152,1,1,,136,1,1,,141,1,1,,136,1,1,,165,1,1,,155,1,1,,131,1,1,,99,1,1,,58,1,1,,77,1,1,,77,"LINESTRING (136.20258 36.16985, 136.2026 36.17012, 136.2026 36.17039)"
三国港,002522,002522,えちぜん鉄道,三国芦原線,12,5,1,1,,350,1,1,,338,1,1,,344,1,1,,320,1,1,,301,1,1,,324,1,1,,320,1,1,,312,1,1,,282,1,1,,187,1,1,,105,1,1,,126,1,1,,126,"LINESTRING (136.14073 36.22, 136.13998 36.22019)"
本荘,002542,002542,えちぜん鉄道,三国芦原線,12,5,1,1,,109,1,1,,122,1,1,,117,1,1,,115,1,1,,102,1,1,,100,1,1,,103,1,1,,107,1,1,,122,1,1,,110,1,1,,56,1,1,,62,1,1,,62,"LINESTRING (136.2032 36.20417, 136.20312 36.20508)"
志比堺,002631,002631,えちぜん鉄道,勝山永平寺線,12,5,1,1,,57,1,1,,53,1,1,,46,1,1,,41,1,1,,38,1,1,,39,1,1,,41,1,1,,35,1,1,,37,1,1,,26,1,1,,14,1,1,,14,1,1,,14,"LINESTRING (136.3114 36.09785, 136.31061 36.09769)"
越前竹原,002673,002673,えちぜん鉄道,勝山永平寺線,12,5,1,1,,154,1,1,,149,1,1,,146,1,1,,126,1,1,,129,1,1,,137,1,1,,115,1,1,,107,1,1,,90,1,1,,78,1,1,,42,1,1,,54,1,1,,54,"LINESTRING (136.4134 36.07395, 136.41302 36.07393, 136.41267 36.07392)"
保田,002679,002679,えちぜん鉄道,勝山永平寺線,12,5,1,1,,14,1,1,,18,1,1,,16,1,1,,20,1,1,,15,1,1,,17,1,1,,14,1,1,,16,1,1,,14,1,1,,7,1,1,,3,1,1,,4,1,1,,4,"LINESTRING (136.45205 36.06981, 136.45164 36.06992, 136.45127 36.07003)"
山王,002659,002659,えちぜん鉄道,勝山永平寺線,12,5,1,1,,179,1,1,,176,1,1,,166,1,1,,158,1,1,,126,1,1,,127,1,1,,133,1,1,,133,1,1,,123,1,1,,89,1,1,,48,1,1,,58,1,1,,58,"LINESTRING (136.39283 36.07902, 136.39244 36.07913, 136.39209 36.07921)"
勝山,002697,002697,えちぜん鉄道,勝山永平寺線,12,5,1,1,,663,1,1,,686,1,1,,653,1,1,,695,1,1,,726,1,1,,772,1,1,,759,1,1,,818,1,1,,759,1,1,,448,1,1,,275,1,1,,340,1,1,,340,"LINESTRING (136.49234 36.05565, 136.4922 36.05592, 136.49206 36.0562)"
越前野中,002653,002653,えちぜん鉄道,勝山永平寺線,12,5,1,1,,67,1,1,,51,1,1,,51,1,1,,54,1,1,,53,1,1,,53,1,1,,53,1,1,,41,1,1,,45,1,1,,33,1,1,,15,1,1,,17,1,1,,17,"LINESTRING (136.37726 36.0828, 136.37688 36.08289, 136.37649 36.08298)"
松岡,002637,002637,えちぜん鉄道,勝山永平寺線,12,5,1,1,,479,1,1,,476,1,1,,467,1,1,,435,1,1,,417,1,1,,435,1,1,,435,1,1,,407,1,1,,363,1,1,,267,1,1,,141,1,1,,152,1,1,,152,"LINESTRING (136.30216 36.09414, 136.30129 36.09392)"
発坂,002675,002675,えちぜん鉄道,勝山永平寺線,12,5,1,1,,125,1,1,,125,1,1,,123,1,1,,116,1,1,,112,1,1,,105,1,1,,106,1,1,,111,1,1,,116,1,1,,83,1,1,,40,1,1,,44,1,1,,44,"LINESTRING (136.46656 36.0725, 136.46615 36.07259, 136.46578 36.07268)"
光明寺,002645,002645,えちぜん鉄道,勝山永平寺線,12,5,1,1,,49,1,1,,43,1,1,,43,1,1,,42,1,1,,39,1,1,,33,1,1,,24,1,1,,28,1,1,,22,1,1,,13,1,1,,8,1,1,,7,1,1,,7,"LINESTRING (136.34494 36.0883, 136.34416 36.08854)"
永平寺口,002634,002634,えちぜん鉄道,勝山永平寺線,12,5,1,1,,397,1,1,,415,1,1,,415,1,1,,405,1,1,,414,1,1,,450,1,1,,438,1,1,,435,1,1,,389,1,1,,302,1,1,,166,1,1,,175,1,1,,175,"LINESTRING (136.32703 36.09558, 136.32646 36.09603)"
小舟渡,002664,002664,えちぜん鉄道,勝山永平寺線,12,5,1,1,,18,1,1,,17,1,1,,18,1,1,,13,1,1,,14,1,1,,16,1,1,,19,1,1,,14,1,1,,14,1,1,,9,1,1,,6,1,1,,7,1,1,,7,"LINESTRING (136.43447 36.07555, 136.43402 36.07553, 136.43367 36.07552)"
轟,002648,002648,えちぜん鉄道,勝山永平寺線,12,5,1,1,,100,1,1,,99,1,1,,93,1,1,,99,1,1,,97,1,1,,93,1,1,,81,1,1,,80,1,1,,80,1,1,,67,1,1,,41,1,1,,41,1,1,,41,"LINESTRING (136.36144 36.08679, 136.36076 36.08689)"
下志比,002641,002641,えちぜん鉄道,勝山永平寺線,12,5,1,1,,117,1,1,,114,1,1,,104,1,1,,97,1,1,,94,1,1,,87,1,1,,85,1,1,,84,1,1,,80,1,1,,63,1,1,,36,1,1,,42,1,1,,42,"LINESTRING (136.33675 36.09045, 136.33606 36.09081)"
比島,002682,002682,えちぜん鉄道,勝山永平寺線,12,5,1,1,,2,1,1,,1,1,1,,1,1,1,,1,1,1,,1,1,1,,1,1,1,,1,1,1,,1,1,1,,1,1,1,,1,1,1,,1,1,1,,2,1,1,,2,"LINESTRING (136.4845 36.06598, 136.48408 36.06598, 136.48376 36.06597)"
福井口,002678,002677,えちぜん鉄道,勝山永平寺線,12,5,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,"LINESTRING (136.2328460638911 36.06990483135502, 136.2329626872238 36.070390509089634)"
越前新保,002658,002658,えちぜん鉄道,勝山永平寺線,12,5,1,1,,494,1,1,,482,1,1,,481,1,1,,458,1,1,,478,1,1,,526,1,1,,547,1,1,,532,1,1,,474,1,1,,391,1,1,,222,1,1,,244,1,1,,244,"LINESTRING (136.25136 36.08062, 136.25104 36.08043, 136.25071 36.08024, 136.25069 36.08023)"
越前開発,002667,002667,えちぜん鉄道,勝山永平寺線,12,5,1,1,,391,1,1,,391,1,1,,408,1,1,,397,1,1,,393,1,1,,458,1,1,,477,1,1,,488,1,1,,439,1,1,,374,1,1,,187,1,1,,205,1,1,,205,"LINESTRING (136.24096 36.07514, 136.2416 36.07547)"
福井,002688,002688,えちぜん鉄道,勝山永平寺線,12,5,1,1,,5361,1,1,,5474,1,1,,5563,1,1,,5633,1,1,,6132,1,1,,6145,1,1,,6137,1,1,,6392,1,1,,6359,1,1,,4444,1,1,,2479,1,1,,2827,1,1,,2827,"LINESTRING (136.22382444654477 36.061922294886756, 136.22436696365423 36.06274320893385)"
越前島橋,002642,002642,えちぜん鉄道,勝山永平寺線,12,5,1,1,,73,1,1,,72,1,1,,66,1,1,,69,1,1,,66,1,1,,72,1,1,,65,1,1,,80,1,1,,85,1,1,,85,1,1,,55,1,1,,68,1,1,,68,"LINESTRING (136.27769 36.0902, 136.27684 36.09004)"
観音町,002639,002639,えちぜん鉄道,勝山永平寺線,12,5,1,1,,535,1,1,,557,1,1,,554,1,1,,585,1,1,,1135,1,1,,657,1,1,,605,1,1,,616,1,1,,1106,1,1,,486,1,1,,291,1,1,,294,1,1,,294,"LINESTRING (136.29007 36.09181, 136.28931 36.09185)"
東藤島,002649,002649,えちぜん鉄道,勝山永平寺線,12,5,1,1,,118,1,1,,130,1,1,,123,1,1,,122,1,1,,107,1,1,,119,1,1,,119,1,1,,126,1,1,,113,1,1,,80,1,1,,38,1,1,,48,1,1,,48,"LINESTRING (136.27019 36.08679, 136.26952 36.08647)"
新福井,002685,002685,えちぜん鉄道,勝山永平寺線,12,5,1,1,,50,1,1,,41,1,1,,43,1,1,,43,1,1,,43,1,1,,41,1,1,,49,1,1,,41,1,1,,38,1,1,,39,1,1,,19,1,1,三国芦原線を含む,22,1,1,三国芦原線を含む,22,"LINESTRING (136.22659670007346 36.06474659985308, 136.22715670007346 36.06513659985308)"
追分口,002654,002654,えちぜん鉄道,勝山永平寺線,12,5,1,1,,84,1,1,,88,1,1,,107,1,1,,97,1,1,,97,1,1,,92,1,1,,90,1,1,,92,1,1,,84,1,1,,68,1,1,,33,1,1,,44,1,1,,44,"LINESTRING (136.26171 36.08268, 136.26104 36.0823)"
東多良木,009899,009899,くま川鉄道,湯前線,12,5,1,1,,63,1,1,,70,1,1,,73,1,1,,75,1,1,,67,1,1,,67,1,1,,68,1,1,,69,1,1,,51,1,1,,27,1,1,,0,1,1,,40,1,1,,66,"LINESTRING (130.9504 32.27212, 130.9512 32.27237)"
一武,009917,009917,くま川鉄道,湯前線,12,5,1,1,,49,1,1,,68,1,1,,79,1,1,,85,1,1,,92,1,1,,92,1,1,,123,1,1,,124,1,1,,105,1,1,,54,1,1,,49,1,1,,19,1,1,,15,"LINESTRING (130.84022 32.21474, 130.83966 32.21438)"
木上,009913,009913,くま川鉄道,湯前線,12,5,1,1,,14,1,1,,14,1,1,,17,1,1,,9,1,1,,16,1,1,,16,1,1,,14,1,1,,11,1,1,,11,1,1,,2,1,1,,0,1,1,,6,1,1,,8,"LINESTRING (130.85916 32.22453, 130.85866 32.22402)"
公立病院前,009903,009903,くま川鉄道,湯前線,12,5,1,1,,8,1,1,,11,1,1,,15,1,1,,15,1,1,,18,1,1,,18,1,1,,35,1,1,,19,1,1,,21,1,1,,10,1,1,,12,1,1,,10,1,1,,12,"LINESTRING (130.92158 32.25585, 130.9222 32.25622)"
多良木,009902,009902,くま川鉄道,湯前線,12,5,1,1,,385,1,1,,364,1,1,,324,1,1,,347,1,1,,329,1,1,,329,1,1,,392,1,1,,352,1,1,,277,1,1,,178,1,1,,226,1,1,,218,1,1,,198,"LINESTRING (130.93288 32.26257, 130.9335 32.26294)"
あさぎり,009909,009909,くま川鉄道,湯前線,12,5,1,1,,674,1,1,,682,1,1,,672,1,1,,657,1,1,,638,1,1,,638,1,1,,478,1,1,,762,1,1,,762,1,1,,431,1,1,,504,1,1,,493,1,1,,459,"LINESTRING (130.89342 32.23603, 130.8941 32.23647)"
湯前,009897,009897,くま川鉄道,湯前線,12,5,1,1,,415,1,1,,395,1,1,,417,1,1,,403,1,1,,383,1,1,,383,1,1,,319,1,1,,405,1,1,,373,1,1,,182,1,1,,231,1,1,,276,1,1,,296,"LINESTRING (130.97947 32.28141, 130.98026 32.28132)"
新鶴羽,009898,009898,くま川鉄道,湯前線,12,5,1,1,,14,1,1,,11,1,1,,11,1,1,,7,1,1,,15,1,1,,15,1,1,,8,1,1,,22,1,1,,19,1,1,,10,1,1,,7,1,1,,16,1,1,,8,"LINESTRING (130.96588 32.27525, 130.96654 32.27564)"
肥後西村,009922,009922,くま川鉄道,湯前線,12,5,1,1,,519,1,1,,533,1,1,,470,1,1,,455,1,1,,458,1,1,,458,1,1,,458,1,1,,503,1,1,,496,1,1,,312,1,1,,326,1,1,,341,1,1,,341,"LINESTRING (130.80925 32.2022, 130.80848 32.20234)"
おかどめ幸福,009911,009911,くま川鉄道,湯前線,12,5,1,1,,156,1,1,,180,1,1,,161,1,1,,142,1,1,,164,1,1,,164,1,1,,183,1,1,,158,1,1,,155,1,1,,80,1,1,,80,1,1,,83,1,1,,72,"LINESTRING (130.87476 32.23135, 130.87545 32.23155)"
東免田,009906,009906,くま川鉄道,湯前線,12,5,1,1,,79,1,1,,71,1,1,,75,1,1,,65,1,1,,69,1,1,,69,1,1,,232,1,1,,63,1,1,,48,1,1,,20,1,1,,0,1,1,,44,1,1,,61,"LINESTRING (130.91336 32.25045, 130.91268 32.24995)"
相良藩願成寺,009914,009914,くま川鉄道,湯前線,12,5,1,1,,683,1,1,,682,1,1,,707,1,1,,674,1,1,,642,1,1,,642,1,1,,773,1,1,,691,1,1,,614,1,1,,430,1,1,,480,1,1,,445,1,1,,472,"LINESTRING (130.76926 32.21841, 130.77001 32.21832)"
川村,009920,009920,くま川鉄道,湯前線,12,5,1,1,,4,1,1,,4,1,1,,4,1,1,,4,1,1,,3,1,1,,3,1,1,,4,1,1,,5,1,1,,6,1,1,,4,1,1,,2,1,1,,4,1,1,,2,"LINESTRING (130.79574 32.20724, 130.79496 32.20723)"
人吉温泉,009916,009916,くま川鉄道,湯前線,12,5,1,1,,904,1,1,,960,1,1,,925,1,1,,873,1,1,,894,1,1,,894,1,1,,807,1,1,,1015,1,1,,953,1,1,,477,1,1,,560,1,1,,523,1,1,,495,"LINESTRING (130.75281 32.21564, 130.75482 32.21664)"
平原,002414,002414,しなの鉄道,しなの鉄道線,12,5,1,1,,100,1,1,,154,1,1,,168,1,1,,171,1,1,,157,1,1,,181,1,1,,185,1,1,,194,1,1,,178,1,1,,135,1,1,,139,1,1,,148,1,1,,144,"LINESTRING (138.4552 36.30879, 138.45262 36.30848)"
屋代高校前,002132,002132,しなの鉄道,しなの鉄道線,12,5,1,1,,1400,1,1,,1577,1,1,,1674,1,1,,1627,1,1,,1834,1,1,,1904,1,1,,2036,1,1,,2021,1,1,,1961,1,1,,1724,1,1,,2009,1,1,,2160,1,1,,2210,"LINESTRING (138.13268 36.54847, 138.1323 36.54744)"
中軽井沢,002353,002353,しなの鉄道,しなの鉄道線,12,5,1,1,,900,1,1,,944,1,1,,1092,1,1,,1196,1,1,,1210,1,1,,1293,1,1,,1511,1,1,,1640,1,1,,1395,1,1,,828,1,1,,951,1,1,,1142,1,1,,1326,"LINESTRING (138.59153 36.34747, 138.59207 36.34758, 138.59253 36.34763, 138.5928 36.34764, 138.59302 36.34764, 138.59332 36.34763, 138.59366 36.3476, 138.59401 36.34756, 138.59445 36.34747, 138.59473 36.3474)"
御代田,002395,002395,しなの鉄道,しなの鉄道線,12,5,1,1,,1200,1,1,,1308,1,1,,1376,1,1,,1377,1,1,,1480,1,1,,1531,1,1,,1578,1,1,,1619,1,1,,1600,1,1,,1164,1,1,,1359,1,1,,1448,1,1,,1606,"LINESTRING (138.50798 36.31879, 138.50466 36.31919)"
軽井沢,002361,002361,しなの鉄道,しなの鉄道線,12,5,1,1,,2000,1,1,,2266,1,1,,2426,1,1,,2650,1,1,,2663,1,1,,2725,1,1,,2966,1,1,,3339,1,1,,3015,1,1,,1734,1,1,,2013,1,1,,2457,1,1,,2823,"LINESTRING (138.63677 36.34282, 138.63542 36.34286, 138.6332 36.34291)"
信濃追分,002371,002371,しなの鉄道,しなの鉄道線,12,5,1,1,,400,1,1,,447,1,1,,518,1,1,,536,1,1,,513,1,1,,534,1,1,,523,1,1,,546,1,1,,492,1,1,,316,1,1,,354,1,1,,445,1,1,,492,"LINESTRING (138.5598 36.33607, 138.55719 36.33483)"
田中,002343,002343,しなの鉄道,しなの鉄道線,12,5,1,1,,2500,1,1,,2450,1,1,,2478,1,1,,2449,1,1,,2478,1,1,,2450,1,1,,2484,1,1,,2404,1,1,,2301,1,1,,1733,1,1,,1925,1,1,,2012,1,1,,1995,"LINESTRING (138.33037 36.35374, 138.32805 36.35509)"
上田,002276,002275,しなの鉄道,しなの鉄道線,12,5,1,1,,10900,1,1,,11183,1,1,,11524,1,1,,10992,1,1,,11020,1,1,,10918,1,1,,10901,1,1,,10820,1,1,,10337,1,1,,7335,1,1,,8248,1,1,,8836,1,1,,9158,"LINESTRING (138.2514 36.39479, 138.25026 36.39575, 138.24912 36.39672)"
西上田,002243,002243,しなの鉄道,しなの鉄道線,12,5,1,1,,1800,1,1,,1751,1,1,,1763,1,1,,1771,1,1,,1832,1,1,,1900,1,1,,1979,1,1,,1984,1,1,,1781,1,1,,1414,1,1,,1523,1,1,,1580,1,1,,1632,"LINESTRING (138.21007 36.41649, 138.20804 36.41726)"
戸倉,002185,002185,しなの鉄道,しなの鉄道線,12,5,1,1,,2700,1,1,,2630,1,1,,2516,1,1,,2389,1,1,,2302,1,1,,2219,1,1,,2309,1,1,,2324,1,1,,2224,1,1,,1676,1,1,,1856,1,1,,1930,1,1,,1924,"LINESTRING (138.15346 36.49184, 138.15316 36.49264, 138.15308 36.4929, 138.15263 36.49409)"
坂城,002211,002211,しなの鉄道,しなの鉄道線,12,5,1,1,,2000,1,1,,1927,1,1,,1923,1,1,,1787,1,1,,1760,1,1,,1654,1,1,,1680,1,1,,1675,1,1,,1591,1,1,,1232,1,1,,1326,1,1,,1323,1,1,,1340,"LINESTRING (138.18048 36.46292, 138.18242 36.46104)"
信濃国分寺,002303,002303,しなの鉄道,しなの鉄道線,12,5,1,1,,1100,1,1,,1115,1,1,,1154,1,1,,1070,1,1,,1124,1,1,,1195,1,1,,1269,1,1,,1184,1,1,,1111,1,1,,873,1,1,,949,1,1,,961,1,1,,1052,"LINESTRING (138.27296 36.37881, 138.27471 36.37783)"
大屋,002322,002322,しなの鉄道,しなの鉄道線,12,5,1,1,,2300,1,1,,2324,1,1,,2388,1,1,,2291,1,1,,2255,1,1,,2173,1,1,,2105,1,1,,1953,1,1,,1708,1,1,,1271,1,1,,1431,1,1,,1470,1,1,,1480,"LINESTRING (138.29871 36.36904, 138.29555 36.37014)"
滋野,002363,002363,しなの鉄道,しなの鉄道線,12,5,1,1,,800,1,1,,797,1,1,,800,1,1,,713,1,1,,731,1,1,,742,1,1,,787,1,1,,798,1,1,,781,1,1,,556,1,1,,611,1,1,,657,1,1,,680,"LINESTRING (138.36499 36.34191, 138.36421 36.34223, 138.36356 36.34246, 138.36287 36.34268)"
屋代,002152,002152,しなの鉄道,しなの鉄道線,12,5,1,1,長野電鉄、屋代線を含む,4500,1,1,長野電鉄、屋代線を含む,4469,1,1,長野電鉄、屋代線を含む,4677,1,1,長野電鉄、屋代線を含む,4448,1,1,,4378,1,1,,4257,1,1,,4353,1,1,,4318,1,1,,4265,1,1,,3195,1,1,,3312,1,1,,3286,1,1,,3274,"LINESTRING (138.12782 36.53369, 138.12812 36.5327, 138.12836 36.53188, 138.1285 36.53142)"
テクノさかき,002223,002223,しなの鉄道,しなの鉄道線,12,5,1,1,,1000,1,1,,890,1,1,,905,1,1,,878,1,1,,898,1,1,,915,1,1,,907,1,1,,924,1,1,,917,1,1,,680,1,1,,762,1,1,,787,1,1,,826,"LINESTRING (138.18807 36.4412, 138.18833 36.43996)"
小諸,002384,002384,しなの鉄道,しなの鉄道線,12,5,1,1,東日本旅客鉄道、小海線を含む,4700,1,1,東日本旅客鉄道、小海線を含む,4851,1,1,東日本旅客鉄道、小海線を含む,8130,1,1,東日本旅客鉄道、小海線を含む,4752,1,1,,3166,1,1,,3114,1,1,,3176,1,1,,3574,1,1,,0,1,1,,0,1,1,東日本旅客鉄道・小海線を含む,5224,1,1,東日本旅客鉄道・小海線を含む,5310,1,1,,2578,"LINESTRING (138.42356 36.32511, 138.42352 36.32513, 138.42333 36.32523, 138.42287 36.32564, 138.42241 36.32608, 138.42172 36.32666)"
篠ノ井,002098,002096,しなの鉄道,しなの鉄道線,12,5,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,2,,0,2,2,,0,1,1,,0,1,1,,0,2,1,,0,2,1,,0,2,1,,0,"LINESTRING (138.13765 36.57581, 138.13796 36.57666, 138.13861 36.5784)"
和倉温泉,001650,001649,のと鉄道,七尾線,12,5,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,1,1,,0,1,1,,0,2,1,,0,2,1,,0,2,2,,0,"LINESTRING (136.92509 37.07497, 136.92579 37.07471, 136.92662 37.07442)"
七尾,001670,001669,のと鉄道,七尾線,12,5,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,1,1,,0,1,1,,0,2,1,,0,2,1,,0,2,2,,0,"LINESTRING (136.96364 37.04222, 136.9648 37.04134)"
笠師保,001648,001648,のと鉄道,七尾線,12,5,1,1,,53,1,1,,40,1,1,,50,1,1,,41,1,1,,29,1,1,,31,1,1,,27,1,1,,30,1,1,,30,1,1,,21,1,1,,21,1,1,,19,1,1,,19,"LINESTRING (136.8576 37.07897, 136.8579 37.08004)"
田鶴浜,001656,001656,のと鉄道,七尾線,12,5,1,1,,248,1,1,,235,1,1,,244,1,1,,192,1,1,,185,1,1,,207,1,1,,178,1,1,,197,1,1,,197,1,1,,134,1,1,,164,1,1,,150,1,1,,136,"LINESTRING (136.89072 37.06566, 136.89222 37.06582)"
西岸,001614,001614,のと鉄道,七尾線,12,5,1,1,,38,1,1,,31,1,1,,24,1,1,,24,1,1,,24,1,1,,10,1,1,,22,1,1,,24,1,1,,24,1,1,,17,1,1,,34,1,1,,14,1,1,,20,"LINESTRING (136.87453 37.14794, 136.87379 37.14739)"
穴水,001577,001577,のと鉄道,七尾線,12,5,1,1,,145,1,1,,135,1,1,,125,1,1,,97,1,1,,131,1,1,,123,1,1,,121,1,1,,113,1,1,,113,1,1,,79,1,1,,128,1,1,,122,1,1,,110,"LINESTRING (136.90381 37.22872, 136.90536 37.22735)"
能登中島,001633,001633,のと鉄道,七尾線,12,5,1,1,,156,1,1,,146,1,1,,139,1,1,,132,1,1,,116,1,1,,132,1,1,,119,1,1,,115,1,1,,115,1,1,,81,1,1,,99,1,1,,88,1,1,,91,"LINESTRING (136.85384 37.10959, 136.85339 37.10892)"
能登鹿島,001596,001596,のと鉄道,七尾線,12,5,1,1,,10,1,1,,10,1,1,,11,1,1,,6,1,1,,4,1,1,,3,1,1,,3,1,1,,4,1,1,,4,1,1,,3,1,1,,9,1,1,,15,1,1,,9,"LINESTRING (136.89826 37.18026, 136.89745 37.17932)"
